Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
32,female,3,own,little,moderate,18424,48,vacation/others,"A female with a highly skilled job, her own home and a moderate current account wants to take a loan of 18424 for vacations/others. The loan is for 48 months.",good risk
32,male,2,own,moderate,little,2848,10,car,"A 32 year old male with a moderate savings account, has applied for a 2848€ loan with a 10 month duration for a car.",good risk
68,male,3,own,little,little,14896,6,car,"A 68 year old male, highly skilled, has requested a loan of 14896 for a car, with a little savings and current account, and is a homeowner. The loan has a duration of 6 months.",bad risk
33,male,2,own,moderate,little,2359,24,furniture/equipment,A 33 year old male with a moderate savings account and a small checking account is requesting a 2359 loan for 24 months to purchase furniture and equipment. The person has their own housing and has a skilled job.,good risk
39,male,3,rent,little,little,3345,24,furniture/equipment,"The client is a 39-year-old man with a high-skilled job, who rents his home and has little savings. He wants to buy furniture/equipment and has requested a loan of 3345 for 24 months.",good risk
28,female,2,own,little,little,1817,18,furniture/equipment,"The person has 28 years old, she is female, has a skilled job, she owns her house, she has a little savings and checking account, she wants to get a loan of 1817 dollars for 18 months to buy furniture/equipment.",good risk
37,male,3,own,quite rich,little,12749,48,radio/TV,"A 37 year old male with a high skill job, who owns his home, has a high savings account but a low checking account, has requested a loan of 12749 for a radio/TV, for 48 months.",good risk
22,female,2,rent,little,little,1366,9,radio/TV,A woman who is 22 years old and has a skilled job has applied for a loan of $1366 to buy a radio/TV. She has little in her savings and checking accounts and lives in rented accommodation. The loan will last for 9 months.,bad risk
30,male,2,rent,little,moderate,2002,12,car,"A male, age 30, with a skilled job, renting, moderate checking account, little savings account, requested a 2002 credit to buy a car, for 12 months.",good risk
55,male,2,own,little,little,6872,24,furniture/equipment,"A male, 55 years old, skilled, owns his house, has little money in his savings and current accounts, requested a 6872€ loan to buy furniture/equipment for 24 months.",good risk
46,male,2,own,little,little,697,12,car,"A 46-year-old man has requested a loan for a car for 12 months. He has little money in his savings and checking accounts, and he owns his home. He is skilled.",bad risk
21,female,2,rent,little,little,1049,18,furniture/equipment,"A woman of 21 years old, with a low savings account and a little current account, applied for a 1049 loan for 18 months to buy furniture/equipment. She has a skilled job and rents her house.",good risk
39,male,2,free,little,little,10297,48,car,"A 39 year old male has requested a car loan of $10297 for 48 months. The person has a little savings and current account, is skilled and has free accommodation.",good risk
58,male,2,own,little,little,1867,30,radio/TV,"A 58-year-old man, with a skilled job, who owns his own home, has requested a loan for a radio/TV. He has a little savings and current account and wants the loan for a period of 30 months, for a total of 1867.",good risk
43,male,1,own,little,little,1344,12,car,A 43-year-old man with little savings and a low-paying job applied for a 1344-euro car loan.,bad risk
24,male,1,own,little,little,1747,24,furniture/equipment,A 24 years old male with a low income and little savings is applying for a loan to buy furniture. The loan has a duration of 24 months and a value of 1747.,bad risk
22,female,2,own,little,moderate,1670,9,radio/TV,"The person is a 22 year old woman with a moderate current account and little savings, who is skilled, owns her own home, and is taking out a loan of 1670 for a radio/TV for 9 months.",good risk
30,male,2,own,little,little,1224,9,car,"The client is a 30 year old male, skilled worker, who owns his house and has a little savings and current account. He is applying for a car loan of 1224 for a 9 month period.",good risk
42,male,2,own,quite rich,little,522,12,radio/TV,"A 42 years old male, with a high skill level, owns his house and has a lot of money in his saving account, but little money in his checking account, wants to get a loan of 522 for a radio/TV for 12 months.",good risk
23,female,2,own,little,little,1498,12,radio/TV,"A female, aged 23, who is skilled and owns her house, requested a loan of 1498 for a radio/TV, with a low amount in savings and a low amount in her checking account, for a 12-month period.",good risk
30,male,3,own,moderate,moderate,1919,30,radio/TV,"The client is a male, 30 years old, highly skilled, with his own home and moderate savings. He wants a 1919 credit for 30 months for radio/TV.",good risk
28,female,1,own,little,rich,745,9,radio/TV,"A woman of 28 years old, unskilled but resident, with her own house, little saving account but rich current account, requested a loan of 745 for a radio/TV, for 9 months.",good risk
30,male,3,rent,little,moderate,2063,6,radio/TV,"A 30 year old man, with a highly skilled job, who rents his home, with a moderate current account and little savings, applied for a credit of 2063 for a radio/TV, with a 6 month duration.",good risk
42,male,2,free,little,moderate,6288,60,education,A 42 year old man with a moderate current account and a small savings account has requested a credit of 6288 for education purposes.,good risk
46,male,3,own,little,little,6842,24,car,The person is a 46 year old man with a high skilled job who owns his home and is applying for a 6842€ loan for a car with a 24 month duration.,good risk
45,male,3,own,little,little,3527,12,car,The person is a 45 year old male with a highly skilled job who owns his own home. He has little in savings and a current account. He wants a car loan for 3527 over 12 months.,good risk
31,male,1,own,little,little,1546,10,car,"The person is a 31 year old male, unskilled and resident, who owns his house, has little savings and a little current account. He requested a loan of 1546 for a car, with a duration of 10 months.",bad risk
31,male,2,own,little,little,929,24,furniture/equipment,"The person is a 31 year old male with a skilled job, who owns his home, has little in his savings and current accounts, has requested a loan of 929 for furniture and equipment for a duration of 24 months.",good risk
42,male,1,own,little,little,1455,4,car,"Male, 42 years old, unskilled resident, with little savings and current account, asking for a small amount of credit for a car for a short period.",bad risk
